ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,player1,player2,Rank_1,Rank_2,Odds_1,Odds_2,player1_won
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Benneteau J.,Becker B.,25.0,41.0,1.36,3.07,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Dolgopolov O.,Lorenzi P.,23.0,64.0,2.1,1.66,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Zhang Z.,Hewitt L.,187.0,87.0,3.46,1.3,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Querrey S.,Pospisil V.,35.0,60.0,2.05,1.75,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Pouille L.,Monfils G.,117.0,19.0,4.37,1.21,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Djokovic N.,Bedene A.,1.0,116.0,1.01,21.16,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Ramos-Vinolas A.,Kuznetsov An.,61.0,88.0,2.3,1.6,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Simon G.,Haase R.,20.0,83.0,1.18,4.63,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Janowicz J.,Moriya H.,44.0,146.0,1.1,6.64,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Thiem D.,Bautista R.,40.0,16.0,2.75,1.43,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Gonzalez A.,Fognini F.,107.0,18.0,3.16,1.35,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Lopez F.,Kudla D.,14.0,123.0,1.27,3.67,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Rola B.,Mannarino A.,80.0,36.0,3.82,1.25,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Almagro N.,Nishikori K.,69.0,5.0,7.57,1.08,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Muller G.,Carreno-Busta P.,42.0,52.0,1.5,2.53,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Giraldo S.,Hernych J.,32.0,201.0,1.65,2.2,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Young D.,Puetz T.,56.0,183.0,1.34,3.19,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Edmund K.,Johnson S.,192.0,38.0,4.48,1.2,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Raonic M.,Marchenko I.,8.0,144.0,1.05,10.36,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Ilhan M.,Wawrinka S.,100.0,4.0,14.91,1.02,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Lokoli L.,Haider-Maurer A.,259.0,79.0,2.59,1.48,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Robert S.,Granollers M.,132.0,58.0,1.66,2.18,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Dodig I.,Souza J.,86.0,115.0,1.22,4.11,1
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Wang J.,Isner J.,118.0,21.0,4.68,1.18,0
6,Melbourne,Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5.0,Ward J.,Verdasco F.,103.0,33.0,4.4,1.2,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Tomic B.,Kohlschreiber P.,66.0,24.0,1.7,2.12,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Nadal R.,Smyczek T.,3.0,112.0,1.02,13.89,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Groth S.,Kokkinakis T.,82.0,147.0,1.66,2.19,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Roger-Vasselin E.,Jaziri M.,119.0,75.0,1.5,2.55,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Karlovic I.,Kyrgios N.,27.0,53.0,1.62,2.25,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Seppi A.,Chardy J.,46.0,31.0,2.59,1.49,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Rosol L.,Sela D.,30.0,106.0,1.9,1.87,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Lacko L.,Dimitrov G.,99.0,11.0,8.96,1.06,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Anderson K.,Berankis R.,15.0,85.0,1.31,3.39,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Murray A.,Matosevic M.,6.0,81.0,1.03,12.97,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Duckworth J.,Gasquet R.,120.0,28.0,7.25,1.09,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Mayer L.,Troicki V.,26.0,54.0,2.23,1.64,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Baghdatis M.,Goffin D.,78.0,22.0,2.99,1.38,1
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Melzer J.,Berdych T.,108.0,7.0,10.33,1.05,0
6,Melbourne,Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5.0,Federer R.,Bolelli S.,2.0,48.0,1.02,14.29,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Raonic M.,Young D.,8.0,56.0,1.06,8.96,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Soeda G.,Verdasco F.,92.0,33.0,4.62,1.19,0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Becker B.,Hewitt L.,41.0,87.0,1.8,1.99,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Janowicz J.,Monfils G.,44.0,19.0,3.1,1.36,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Ferrer D.,Stakhovsky S.,10.0,71.0,1.05,10.71,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Granollers M.,Simon G.,58.0,20.0,3.41,1.3,0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Djokovic N.,Kuznetsov An.,1.0,88.0,1.01,20.17,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Pospisil V.,Lorenzi P.,60.0,64.0,1.18,4.78,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Copil M.,Wawrinka S.,194.0,4.0,12.09,1.03,0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Johnson S.,Giraldo S.,38.0,32.0,1.48,2.6,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Gonzalez A.,Garcia-Lopez G.,107.0,37.0,2.95,1.39,0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Dodig I.,Nishikori K.,86.0,5.0,9.53,1.06,0
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Nieminen J.,Bachinger M.,72.0,142.0,1.95,1.82,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Isner J.,Haider-Maurer A.,21.0,79.0,1.13,5.87,1
6,Melbourne,Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5.0,Bautista R.,Muller G.,16.0,42.0,1.45,2.69,0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Sela D.,Nadal R.,106.0,3.0,6.99,1.1,0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Kyrgios N.,Jaziri M.,53.0,75.0,1.17,4.98,1
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Anderson K.,Gasquet R.,15.0,28.0,2.57,1.5,1
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Federer R.,Seppi A.,2.0,46.0,1.02,14.28,0
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Murray A.,Sousa J.,6.0,55.0,1.02,16.31,1
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Dimitrov G.,Baghdatis M.,11.0,78.0,1.21,4.25,1
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Tomic B.,Groth S.,66.0,82.0,1.27,3.73,1
6,Melbourne,Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5.0,Berdych T.,Troicki V.,7.0,54.0,1.17,4.91,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Raonic M.,Becker B.,8.0,41.0,1.07,8.45,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Lopez F.,Janowicz J.,14.0,44.0,2.33,1.6,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Nieminen J.,Wawrinka S.,72.0,4.0,8.58,1.07,0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Garcia-Lopez G.,Pospisil V.,37.0,60.0,1.63,2.25,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Nishikori K.,Johnson S.,5.0,38.0,1.08,7.75,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Muller G.,Isner J.,42.0,21.0,2.45,1.54,1
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Verdasco F.,Djokovic N.,33.0,1.0,12.88,1.03,0
6,Melbourne,Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Simon G.,Ferrer D.,20.0,10.0,2.89,1.4,0
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5.0,Seppi A.,Kyrgios N.,46.0,53.0,2.11,1.72,0
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5.0,Dimitrov G.,Murray A.,11.0,6.0,3.57,1.29,0
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5.0,Tomic B.,Berdych T.,66.0,7.0,3.45,1.31,0
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5.0,Anderson K.,Nadal R.,15.0,3.0,3.54,1.29,0
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Nishikori K.,Ferrer D.,5.0,10.0,1.39,2.98,1
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Raonic M.,Lopez F.,8.0,14.0,1.16,5.2,1
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Muller G.,Djokovic N.,42.0,1.0,14.37,1.02,0
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Garcia-Lopez G.,Wawrinka S.,37.0,4.0,8.6,1.07,0
6,Melbourne,Australian Open,2015-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Nadal R.,Berdych T.,3.0,7.0,1.52,2.52,0
6,Melbourne,Australian Open,2015-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Murray A.,Kyrgios N.,6.0,53.0,1.12,6.1,1
6,Melbourne,Australian Open,2015-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Nishikori K.,Wawrinka S.,5.0,4.0,1.67,2.2,0
6,Melbourne,Australian Open,2015-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Djokovic N.,Raonic M.,1.0,8.0,1.12,6.27,1
6,Melbourne,Australian Open,2015-01-29,Grand Slam,Outdoor,Hard,Semifinals,5.0,Murray A.,Berdych T.,6.0,7.0,1.69,2.18,1
6,Melbourne,Australian Open,2015-01-30,Grand Slam,Outdoor,Hard,Semifinals,5.0,Djokovic N.,Wawrinka S.,1.0,4.0,1.23,4.26,1
6,Melbourne,Australian Open,2015-02-01,Grand Slam,Outdoor,Hard,The Final,5.0,Murray A.,Djokovic N.,6.0,1.0,2.86,1.43,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-02,ATP250,Indoor,Hard,1st Round,3.0,Coric B.,Stakhovsky S.,92.0,69.0,1.76,2.0,0
8,Quito,Ecuador Open,2015-02-02,ATP250,Outdoor,Clay,1st Round,3.0,Krajicek A.,Zeballos H.,157.0,124.0,2.95,1.37,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-02,ATP250,Indoor,Hard,1st Round,3.0,Berankis R.,Lacko L.,84.0,91.0,2.1,1.7,1
7,Montpellier,Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3.0,Kamke T.,Millot V.,98.0,175.0,1.4,2.86,1
7,Montpellier,Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3.0,Brown D.,Janowicz J.,94.0,44.0,2.78,1.42,0
7,Montpellier,Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3.0,Lokoli L.,Sousa J.,214.0,49.0,3.07,1.35,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Souza J.,Falla A.,113.0,122.0,1.5,2.52,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Vanni L.,Lajovic D.,145.0,80.0,3.19,1.33,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Donskoy E.,Olivo R.,129.0,265.0,2.0,1.77,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Haider-Maurer A.,Melzer G.,77.0,154.0,1.36,3.01,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Jarry N.,Escobar G.,219.0,309.0,1.27,3.55,1
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Menendez-Maceiras A.,Lorenzi P.,130.0,68.0,3.83,1.24,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Fucsovics M.,Gimeno-Traver D.,161.0,90.0,3.02,1.36,0
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Nieminen J.,Struff J.L.,66.0,58.0,1.72,2.06,1
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Estrella Burgos V.,Ghem A.,76.0,173.0,1.75,2.02,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Seppi A.,Haase R.,40.0,85.0,1.37,2.99,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Baghdatis M.,Androic T.,67.0,294.0,1.07,8.06,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Kavcic B.,Youzhny M.,107.0,56.0,2.2,1.64,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Dzumhur D.,Berrer M.,128.0,142.0,3.43,1.29,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Marchenko I.,Troicki V.,134.0,46.0,3.14,1.34,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Soeda G.,Bachinger M.,88.0,119.0,3.03,1.36,1
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Ilhan M.,De Schepper K.,101.0,105.0,2.4,1.54,0
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Gonzalez A.,Bagnis F.,106.0,116.0,2.0,1.77,1
8,Quito,Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Arguello F.,Montanes A.,146.0,103.0,2.14,1.67,0
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Beck A.,Roger-Vasselin E.,110.0,127.0,2.7,1.44,0
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Sela D.,Zopp J.,89.0,183.0,1.74,2.03,1
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Pouille L.,Kudryavtsev A.,115.0,117.0,1.46,2.61,1
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Daniel T.,Mathieu P.H.,187.0,96.0,2.23,1.62,0
7,Montpellier,Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3.0,Paire B.,Basilashvili N.,149.0,170.0,1.82,1.93,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,1st Round,3.0,Delic M.,Dodig I.,152.0,86.0,5.65,1.13,0
7,Montpellier,Open Sud de France,2015-02-04,ATP250,Indoor,Hard,1st Round,3.0,Darcis S.,Ito T.,125.0,87.0,1.21,4.19,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,1st Round,3.0,Dancevic F.,Sijsling I.,156.0,100.0,2.01,1.76,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,1st Round,3.0,Veic A.,Ward J.,228.0,102.0,2.74,1.42,0
8,Quito,Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3.0,Bellucci T.,Zeballos H.,73.0,124.0,1.38,2.94,1
8,Quito,Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3.0,Estrella Burgos V.,Olivo R.,76.0,265.0,1.48,2.58,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,1st Round,3.0,Melzer J.,Granollers M.,93.0,55.0,1.78,1.98,0
8,Quito,Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3.0,Giraldo S.,Montanes A.,31.0,103.0,1.42,2.76,0
7,Montpellier,Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Roger-Vasselin E.,Simon G.,127.0,19.0,3.34,1.3,0
7,Montpellier,Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Gasquet R.,Pouille L.,28.0,115.0,1.19,4.5,1
7,Montpellier,Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Paire B.,Janowicz J.,149.0,44.0,2.51,1.5,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Baghdatis M.,Karlovic I.,67.0,25.0,2.35,1.56,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Stakhovsky S.,Youzhny M.,69.0,56.0,1.75,2.03,0
8,Quito,Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Lapentti G.,Bellucci T.,307.0,73.0,4.67,1.17,0
7,Montpellier,Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3.0,Sousa J.,Kamke T.,49.0,98.0,1.63,2.22,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Sijsling I.,Mannarino A.,100.0,41.0,2.2,1.64,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Granollers M.,Dodig I.,55.0,86.0,3.14,1.34,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Dzumhur D.,Garcia-Lopez G.,128.0,33.0,3.84,1.24,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Soeda G.,Troicki V.,88.0,46.0,4.84,1.17,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Ward J.,Seppi A.,102.0,40.0,4.64,1.17,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Muller G.,Berankis R.,36.0,84.0,1.47,2.59,0
7,Montpellier,Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Mathieu P.H.,Kohlschreiber P.,96.0,23.0,3.59,1.27,0
7,Montpellier,Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,De Schepper K.,Monfils G.,105.0,20.0,4.12,1.21,0
7,Montpellier,Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Nieminen J.,Darcis S.,66.0,125.0,1.98,1.78,0
8,Quito,Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Lorenzi P.,Falla A.,68.0,122.0,1.64,2.19,1
8,Quito,Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Lajovic D.,Jarry N.,80.0,219.0,1.5,2.5,1
8,Quito,Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Gonzalez A.,Lopez F.,106.0,14.0,2.48,1.51,0
8,Quito,Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Gimeno-Traver D.,Klizan M.,90.0,38.0,2.06,1.73,0
7,Montpellier,Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Istomin D.,Sela D.,61.0,89.0,1.77,1.99,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Youzhny M.,Baghdatis M.,56.0,67.0,2.22,1.63,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Sijsling I.,Granollers M.,100.0,55.0,2.35,1.57,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Berankis R.,Seppi A.,84.0,40.0,2.87,1.39,0
9,Zagreb,PBZ Zagreb Indoors,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Troicki V.,Garcia-Lopez G.,46.0,33.0,1.36,3.04,0
7,Montpellier,Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Janowicz J.,Simon G.,44.0,19.0,2.58,1.48,1
7,Montpellier,Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Sousa J.,Kohlschreiber P.,49.0,23.0,3.26,1.32,1
7,Montpellier,Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Darcis S.,Monfils G.,125.0,20.0,3.05,1.36,0
8,Quito,Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,2nd Round,3.0,Melzer G.,Verdasco F.,154.0,32.0,5.03,1.16,0
8,Quito,Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3.0,Bellucci T.,Montanes A.,73.0,103.0,1.57,2.33,1
8,Quito,Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3.0,Klizan M.,Estrella Burgos V.,38.0,76.0,1.32,3.28,0
8,Quito,Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3.0,Lopez F.,Lajovic D.,14.0,80.0,1.39,2.91,1
7,Montpellier,Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3.0,Gasquet R.,Istomin D.,28.0,61.0,1.22,4.09,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-07,ATP250,Indoor,Hard,Semifinals,3.0,Garcia-Lopez G.,Baghdatis M.,33.0,67.0,2.22,1.64,1
7,Montpellier,Open Sud de France,2015-02-07,ATP250,Indoor,Hard,Semifinals,3.0,Janowicz J.,Sousa J.,44.0,49.0,1.37,2.96,1
7,Montpellier,Open Sud de France,2015-02-07,ATP250,Indoor,Hard,Semifinals,3.0,Gasquet R.,Monfils G.,28.0,20.0,1.68,2.13,1
8,Quito,Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Quarterfinals,3.0,Verdasco F.,Lorenzi P.,32.0,68.0,1.36,3.01,1
8,Quito,Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Semifinals,3.0,Lopez F.,Verdasco F.,14.0,32.0,2.49,1.51,1
8,Quito,Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Semifinals,3.0,Estrella Burgos V.,Bellucci T.,76.0,73.0,2.68,1.45,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-07,ATP250,Indoor,Hard,Semifinals,3.0,Seppi A.,Granollers M.,40.0,55.0,1.62,2.23,1
8,Quito,Ecuador Open,2015-02-08,ATP250,Outdoor,Clay,The Final,3.0,Estrella Burgos V.,Lopez F.,76.0,14.0,2.86,1.4,1
9,Zagreb,PBZ Zagreb Indoors,2015-02-08,ATP250,Indoor,Hard,The Final,3.0,Garcia-Lopez G.,Seppi A.,33.0,40.0,2.42,1.55,1
10,Memphis,Memphis Open,2015-02-09,ATP250,Indoor,Hard,1st Round,3.0,Gabashvili T.,Dodig I.,72.0,86.0,2.59,1.47,0
12,Sao Paulo,Brasil Open,2015-02-09,ATP250,Indoor,Clay,1st Round,3.0,Rola B.,Almagro N.,94.0,82.0,4.13,1.21,0
12,Sao Paulo,Brasil Open,2015-02-09,ATP250,Indoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Clezar G.,61.0,223.0,1.36,3.01,1
12,Sao Paulo,Brasil Open,2015-02-09,ATP250,Indoor,Clay,1st Round,3.0,Cuevas P.,Vesely J.,32.0,45.0,1.64,2.19,1
11,Rotterdam,ABN AMRO World Tennis Tournament,2015-02-09,ATP500,Indoor,Hard,1st Round,3.0,Rosol L.,Bolelli S.,29.0,50.0,2.66,1.45,0
